Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
36,Travel_Rarely,Research & Development,0,Masters,Male,4,3,Married,7311.220736444784,0,13,3,7,5,14,14,1
38,Travel_Rarely,Research & Development,0,Masters,Female,1,3,Married,5472.054785107075,0,17,5,1,13,1,4,0
40,Non-Travel,Sales,0,Masters,Male,1,4,Single,4047.9059708750756,1,17,3,12,7,3,7,0
32,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,5,Married,-966.832321724969,1,12,3,10,11,5,12,0
40,Travel_Rarely,Sales,0,Undergraduate,Male,2,2,Married,8317.877251222848,0,37,6,4,9,2,5,0
44,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,5,Married,3288.6735664426005,0,25,1,13,7,7,8,0
28,Travel_Rarely,Human Resources,0,Undergraduate,Male,0,2,Single,3156.3838682348046,1,0,3,2,6,3,6,1
46,Travel_Rarely,Research & Development,0,High School,Male,2,4,Single,3852.9645768304226,1,18,5,8,8,6,7,0
29,Travel_Frequently,Research & Development,0,Undergraduate,Female,1,3,Divorced,170.91803737998043,1,16,6,17,6,0,9,0
11,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Single,2436.604312575706,1,18,3,11,4,13,14,0
51,Travel_Frequently,Human Resources,0,Masters,Male,0,1,Single,4550.219183244724,0,14,4,2,0,1,9,0
20,Non-Travel,Research & Development,0,Undergraduate,Male,2,4,Single,3796.919593374472,1,37,3,10,2,10,14,0
42,Travel_Frequently,Sales,0,Phd,Male,3,3,Married,5370.381181388354,0,26,4,18,3,6,0,1
28,Travel_Frequently,Research & Development,0,High School,Male,3,6,Married,1083.0208069852263,1,21,2,8,6,12,11,1
31,Travel_Rarely,Sales,0,Masters,Female,2,4,Single,1086.789801145198,0,29,1,6,13,4,3,0
46,Travel_Rarely,Research & Development,0,Phd,Male,2,1,Single,3860.7046982599772,0,25,2,7,2,13,11,0
46,Travel_Rarely,Sales,0,Phd,Male,1,3,Divorced,1398.1402974163711,0,5,4,7,9,3,5,0
40,Travel_Rarely,Sales,0,Phd,Male,1,1,Single,1474.2671719465895,0,24,3,5,11,13,13,1
30,Travel_Rarely,Research & Development,0,High School,Male,4,5,Single,887.3712160277523,0,18,5,18,10,7,9,0
57,Travel_Frequently,Research & Development,1,Undergraduate,Male,5,4,Single,3745.7352507120845,0,26,1,18,12,6,11,0
52,Travel_Rarely,Human Resources,0,Undergraduate,Female,1,2,Single,5803.1638385201995,0,11,1,3,3,7,14,0
19,Travel_Rarely,Research & Development,1,Undergraduate,Female,0,3,Divorced,4211.487285712941,0,7,4,10,11,12,3,0
49,Travel_Rarely,Human Resources,0,High School,Male,2,3,Married,1949.3401788316467,0,12,1,6,0,11,8,0
12,Travel_Frequently,Research & Development,0,Undergraduate,Male,3,3,Single,6112.761678064024,0,6,3,17,2,7,14,0
38,Non-Travel,Human Resources,0,High School,Female,2,2,Married,1513.7237679246182,0,1,1,12,6,13,11,0
44,Travel_Rarely,Sales,0,Undergraduate,Female,3,2,Single,4376.922036959771,0,34,6,6,4,8,13,1
21,Travel_Rarely,Sales,0,Masters,Female,2,5,Single,4334.609665442536,1,11,5,12,3,6,4,0
30,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,4,Divorced,803.5279235014182,0,39,4,2,1,12,7,0
17,Travel_Rarely,Human Resources,0,Undergraduate,Female,1,0,Divorced,3349.2745308034314,0,20,4,18,0,10,2,0
33,Travel_Rarely,Sales,0,Undergraduate,Male,1,5,Married,1528.887668074187,0,14,5,19,12,7,0,0
53,Travel_Rarely,Sales,0,Phd,Male,2,3,Married,3257.189350070235,0,20,3,12,1,9,2,1
36,Travel_Rarely,Sales,0,Masters,Female,0,5,Married,2049.133117998789,0,12,2,15,7,11,12,0
31,Travel_Rarely,Sales,0,Masters,Male,2,1,Single,3139.1569809600924,0,6,3,19,3,0,10,0
16,Travel_Frequently,Research & Development,0,Undergraduate,Male,2,4,Single,4408.629716744308,0,23,3,19,1,11,0,0
44,Travel_Rarely,Sales,0,Undergraduate,Female,2,2,Married,1595.9989869175843,0,22,2,8,8,13,14,1
39,Travel_Frequently,Research & Development,1,Undergraduate,Male,3,1,Divorced,4031.1872178519907,0,11,0,4,9,11,7,0
12,Non-Travel,Sales,0,Undergraduate,Female,1,1,Divorced,3111.6642658468613,0,22,3,3,1,5,11,0
42,Travel_Rarely,Research & Development,0,High School,Female,1,2,Single,1618.3995439285166,1,36,6,16,0,13,9,0
39,Non-Travel,Research & Development,0,Undergraduate,Male,2,4,Divorced,3840.7629243531455,1,11,3,11,13,0,14,0
23,Travel_Rarely,Human Resources,0,High School,Male,2,1,Divorced,393.08181518385254,0,14,6,3,12,6,13,1
26,Travel_Rarely,Research & Development,0,Phd,Male,2,2,Married,175.78734573654356,0,3,1,0,9,0,2,0
18,Travel_Rarely,Sales,0,Undergraduate,Male,3,1,Single,1477.8834932053267,0,13,0,19,5,4,10,0
26,Travel_Rarely,Sales,0,High School,Male,2,1,Single,3561.058145588934,0,17,4,8,3,7,9,1
35,Non-Travel,Human Resources,0,High School,Female,2,3,Single,4214.544369786026,0,1,5,19,14,13,13,0
44,Travel_Rarely,Sales,0,Phd,Female,2,3,Married,655.3888508603263,0,35,1,8,2,4,3,0
30,Travel_Rarely,Sales,0,Masters,Male,3,3,Single,2948.1181665908853,0,29,5,5,10,2,14,0
26,Travel_Rarely,Research & Development,0,High School,Male,2,2,Divorced,2525.951583050742,0,6,3,16,14,10,6,0
47,Travel_Frequently,Human Resources,0,Undergraduate,Female,1,0,Divorced,1749.924553428542,1,39,7,12,11,6,9,0
30,Travel_Rarely,Research & Development,1,Undergraduate,Male,0,6,Married,3200.9170875736495,0,38,3,10,12,5,1,0
23,Travel_Rarely,Sales,0,Undergraduate,Male,0,2,Married,2591.071933365335,0,32,3,8,9,13,12,1
42,Non-Travel,Research & Development,0,High School,Male,4,2,Single,4142.868889984278,0,4,5,18,13,7,13,0
46,Travel_Rarely,Human Resources,0,Phd,Male,2,2,Single,6005.120423832255,0,30,1,0,8,12,6,1
43,Travel_Rarely,Research & Development,0,High School,Female,1,5,Married,4336.691839380916,1,9,3,0,14,12,14,1
45,Travel_Rarely,Research & Development,0,Undergraduate,Male,4,1,Single,2376.176238980675,1,17,7,12,14,8,14,0
50,Travel_Rarely,Research & Development,1,Undergraduate,Female,1,2,Married,3497.3451106688362,1,1,1,4,8,6,8,1
30,Travel_Frequently,Research & Development,0,Phd,Male,2,4,Single,630.4234665658319,0,25,2,8,9,14,4,0
40,Travel_Rarely,Sales,0,High School,Female,3,2,Married,7714.899960814375,0,22,6,19,10,3,3,0
33,Travel_Rarely,Human Resources,0,Undergraduate,Male,4,3,Married,-1499.2770883274534,1,11,2,2,11,12,9,1
37,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,3,Single,2987.1334405075213,1,15,2,11,10,4,4,0
47,Travel_Rarely,Research & Development,0,Masters,Female,1,2,Single,4551.833603613277,0,32,3,6,3,4,6,0
34,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,5,Married,5657.741075921622,1,5,0,0,1,8,11,1
43,Travel_Frequently,Sales,0,Undergraduate,Female,3,5,Married,1545.3496593279795,0,32,4,11,12,5,6,0
44,Travel_Rarely,Research & Development,0,Undergraduate,Male,4,3,Divorced,2449.8370754211155,0,8,3,11,12,13,13,0
42,Travel_Rarely,Research & Development,0,Undergraduate,Female,4,1,Married,6589.7914948571,0,38,5,12,6,7,6,0
45,Travel_Rarely,Research & Development,0,Masters,Male,6,6,Married,1343.9513997360045,0,3,0,2,7,7,8,1
41,Non-Travel,Sales,0,Masters,Female,2,3,Divorced,7272.005152896499,1,26,0,15,5,13,8,1
29,Non-Travel,Sales,0,Undergraduate,Male,1,7,Divorced,5902.552492404015,0,39,3,5,0,14,1,0
29,Non-Travel,Sales,0,High School,Male,3,4,Married,3193.4112359516685,0,12,5,0,7,8,7,1
35,Travel_Rarely,Research & Development,1,High School,Female,3,6,Single,3485.4737790789472,0,36,1,4,3,9,5,0
39,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,4,Divorced,3772.873192475723,0,20,7,13,14,14,0,0
51,Travel_Rarely,Sales,1,Undergraduate,Female,0,3,Divorced,2118.846778581021,1,26,0,4,6,3,2,0
31,Travel_Rarely,Research & Development,0,Masters,Male,2,1,Married,3676.60251366213,0,1,2,1,5,9,3,1
35,Travel_Rarely,Sales,0,High School,Female,3,3,Single,2552.6623947883177,1,30,5,19,0,10,1,1
28,Travel_Rarely,Research & Development,0,Masters,Male,2,2,Married,3370.8922726419964,0,2,9,14,1,5,2,0
32,Travel_Rarely,Sales,0,Masters,Male,2,0,Single,5633.495655801637,0,23,1,5,9,0,1,0
46,Travel_Rarely,Research & Development,0,Undergraduate,Male,5,3,Divorced,4476.995135561126,0,17,3,17,10,2,2,0
33,Non-Travel,Research & Development,0,Undergraduate,Female,1,2,Single,3769.7402691185675,1,30,5,19,12,14,4,0
35,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,3,Married,-155.51239413037,0,6,6,18,14,9,14,0
53,Travel_Rarely,Sales,0,Undergraduate,Female,2,6,Single,3704.655602709681,1,23,4,11,10,8,4,0
23,Travel_Rarely,Sales,0,Undergraduate,Female,0,2,Divorced,6197.466152001613,0,39,1,2,0,8,5,1
44,Non-Travel,Sales,0,Undergraduate,Male,1,0,Single,-538.9440376799589,0,16,2,14,1,3,7,0
41,Non-Travel,Sales,0,Undergraduate,Male,1,5,Single,1046.5161658713123,1,11,3,6,3,9,4,0
45,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,4,Single,2603.3921949880746,0,8,3,12,11,11,1,0
31,Travel_Rarely,Sales,0,Phd,Male,1,2,Divorced,1690.5380134955767,0,29,2,0,5,14,3,1
22,Travel_Rarely,Sales,0,Undergraduate,Female,2,1,Married,46.78782661080959,1,15,3,14,4,1,6,0
52,Non-Travel,Sales,0,Phd,Male,1,2,Divorced,1437.0055318439645,0,32,5,10,14,3,8,0
15,Travel_Rarely,Sales,0,Phd,Male,0,5,Married,-1979.4515177015328,0,11,4,5,14,2,13,0
34,Travel_Frequently,Research & Development,0,Phd,Female,3,1,Single,4410.8365940296435,0,34,5,6,13,0,9,0
30,Travel_Frequently,Research & Development,0,Phd,Female,2,3,Married,7851.484382628355,1,37,2,1,10,13,5,0
40,Travel_Rarely,Sales,0,Masters,Male,3,0,Married,3495.7604200111973,1,23,3,2,2,11,6,1
18,Travel_Rarely,Human Resources,0,Masters,Female,4,1,Single,4814.497967085133,0,16,2,2,3,1,0,0
22,Travel_Rarely,Sales,0,Masters,Female,2,3,Divorced,6810.567109536947,0,34,4,11,5,9,2,1
23,Travel_Rarely,Sales,0,Phd,Male,5,2,Married,3454.951974091352,0,37,2,3,12,0,3,0
39,Non-Travel,Research & Development,1,Undergraduate,Male,1,2,Single,1887.8865677102015,0,12,5,7,13,0,11,0
19,Travel_Rarely,Sales,0,High School,Male,3,5,Single,1711.3895509233002,1,36,4,15,9,4,10,1
18,Non-Travel,Sales,0,Undergraduate,Male,3,0,Single,460.10416241937537,0,7,2,1,1,8,10,1
47,Travel_Frequently,Human Resources,0,High School,Male,1,1,Married,3705.385068001416,0,11,2,8,5,14,6,0
44,Travel_Frequently,Sales,0,High School,Male,0,3,Married,4645.349224843799,0,32,1,5,6,6,4,1
40,Travel_Rarely,Research & Development,0,Phd,Female,3,4,Married,949.6098916882388,0,13,6,7,14,5,6,0
11,Travel_Rarely,Human Resources,0,Masters,Female,2,2,Divorced,4135.321427300403,1,28,0,19,9,2,10,0
17,Travel_Rarely,Research & Development,1,Phd,Male,4,2,Single,1800.7302674356372,1,16,6,3,6,1,10,1
23,Travel_Frequently,Sales,0,High School,Female,0,6,Single,3915.855617820026,0,24,6,14,9,8,5,0
21,Non-Travel,Research & Development,0,Undergraduate,Male,3,1,Single,5308.705386374461,0,35,2,13,5,14,6,0
39,Travel_Rarely,Sales,2,Undergraduate,Male,4,4,Married,-1213.18475586542,0,13,1,18,5,8,13,0
31,Travel_Frequently,Sales,0,Phd,Female,1,3,Single,4248.65087907739,0,12,1,4,5,5,12,0
39,Travel_Rarely,Sales,1,High School,Male,1,2,Single,1723.1420916258419,1,31,4,0,4,12,7,1
27,Travel_Rarely,Research & Development,0,Masters,Male,3,2,Married,5548.253303272986,0,14,1,2,7,3,2,0
12,Travel_Rarely,Sales,1,Undergraduate,Female,1,4,Married,2311.915313129669,0,13,4,7,10,10,3,0
21,Travel_Rarely,Research & Development,0,High School,Male,3,3,Married,-458.7171531758022,0,6,2,14,4,12,6,0
37,Travel_Frequently,Research & Development,0,Undergraduate,Male,0,1,Single,2758.719550997878,0,33,8,11,5,11,14,0
49,Travel_Rarely,Research & Development,0,High School,Male,1,2,Single,1322.0863602080942,0,35,3,0,0,12,5,1
42,Travel_Rarely,Research & Development,0,Masters,Female,3,2,Divorced,5097.641955470966,0,21,2,4,13,5,4,0
32,Non-Travel,Research & Development,0,Undergraduate,Male,3,5,Married,2278.6190920931294,0,30,3,8,8,6,8,0
39,Travel_Rarely,Human Resources,0,Undergraduate,Male,1,2,Single,1738.2624934438504,1,9,3,12,13,9,12,0
37,Non-Travel,Sales,1,Phd,Female,1,2,Single,2271.2516783086594,1,37,3,19,8,7,6,1
36,Travel_Rarely,Sales,0,High School,Female,3,3,Married,6643.07175448464,0,25,2,9,10,9,14,1
27,Travel_Frequently,Sales,0,Undergraduate,Female,3,7,Single,2985.6888101715367,0,19,1,1,12,11,8,0
33,Travel_Rarely,Research & Development,0,Masters,Male,0,2,Single,1827.887441503468,0,16,6,6,3,13,1,0
31,Travel_Rarely,Sales,0,Masters,Male,0,4,Married,-723.2520900845607,0,15,1,11,13,4,7,0
32,Travel_Rarely,Sales,0,Masters,Male,2,3,Divorced,5737.949804796152,0,36,5,14,5,14,2,1
20,Travel_Rarely,Research & Development,0,Masters,Male,0,1,Single,1617.8666919367295,1,28,5,8,13,14,7,0
34,Travel_Rarely,Research & Development,0,Masters,Female,3,3,Single,987.9448023318123,0,0,4,1,3,9,1,1
25,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,1,Divorced,1584.6381497339855,1,13,0,13,8,12,0,0
27,Travel_Rarely,Research & Development,0,Masters,Male,2,6,Married,1767.462422387591,0,25,3,8,3,1,2,0
30,Travel_Rarely,Research & Development,1,High School,Male,3,4,Single,872.329183435369,0,0,5,1,7,3,2,0
50,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,3,Married,1279.0585834578296,1,19,1,10,5,7,3,0
57,Travel_Rarely,Research & Development,0,Masters,Female,4,3,Married,2357.8292239947277,0,23,1,8,13,12,1,1
44,Travel_Rarely,Sales,0,Undergraduate,Male,7,2,Married,4688.559674796787,1,12,2,8,9,4,8,1
41,Travel_Rarely,Sales,0,Undergraduate,Male,1,1,Single,5688.495120375627,0,20,4,12,14,13,4,1
41,Travel_Rarely,Human Resources,0,Phd,Female,1,5,Single,804.9752012316399,1,3,2,8,4,2,14,0
43,Travel_Rarely,Sales,0,Phd,Female,1,1,Single,2834.083508077688,0,2,0,11,14,5,0,1
35,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,4,Married,861.7343231758036,0,18,1,0,12,14,0,1
44,Travel_Rarely,Research & Development,0,Undergraduate,Male,4,3,Divorced,3541.033562837259,0,28,4,19,1,2,14,0
49,Non-Travel,Sales,0,Masters,Male,1,1,Divorced,7703.92281669775,0,26,3,11,0,11,8,1
34,Travel_Rarely,Research & Development,0,Phd,Male,2,8,Single,4371.718457692108,1,37,7,7,7,11,2,0
45,Travel_Rarely,Sales,0,Undergraduate,Female,0,3,Married,3484.249390831131,0,0,3,9,2,5,14,0
47,Travel_Rarely,Human Resources,0,High School,Male,2,1,Married,79.44580460014004,1,10,1,4,6,2,7,0
50,Travel_Frequently,Research & Development,0,Masters,Male,0,4,Single,3286.9187259984806,0,16,4,15,5,4,5,0
51,Travel_Rarely,Sales,0,Undergraduate,Male,4,2,Married,-1321.5012333807872,1,29,4,7,14,9,1,1
43,Non-Travel,Research & Development,0,Undergraduate,Male,1,2,Single,3205.516545416611,0,20,4,3,14,3,2,0
27,Travel_Rarely,Human Resources,0,Undergraduate,Female,1,4,Divorced,2556.8853733524356,0,6,4,3,6,13,13,0
33,Travel_Rarely,Sales,0,Phd,Female,4,2,Married,-57.066534287693685,0,31,5,4,14,11,3,1
50,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,3,Single,1102.0922657323952,0,35,1,18,14,10,7,0
18,Travel_Rarely,Sales,0,Undergraduate,Male,1,4,Married,1034.2892836846684,1,3,1,6,6,9,2,0
35,Travel_Frequently,Human Resources,0,High School,Female,2,2,Single,1445.3735273219615,0,6,3,2,9,10,9,1
44,Travel_Rarely,Sales,2,Masters,Female,2,3,Married,-1158.665601059989,0,6,2,5,14,6,2,1
37,Travel_Frequently,Human Resources,0,Masters,Female,1,8,Divorced,4669.8572282594105,0,0,5,15,8,3,7,0
22,Travel_Rarely,Sales,0,Masters,Male,2,5,Married,1210.8644442443317,0,2,6,11,13,12,6,0
29,Travel_Rarely,Sales,0,Undergraduate,Female,0,2,Married,-2822.0916903190855,0,21,3,9,14,5,9,0
48,Travel_Rarely,Human Resources,0,Undergraduate,Male,1,4,Single,4419.813700032402,0,31,4,13,11,10,7,0
49,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,3,Married,-996.9091075283322,0,35,5,16,5,11,3,0
18,Non-Travel,Sales,0,Masters,Male,1,4,Married,1661.9153677266233,0,35,2,10,2,4,14,0
33,Travel_Rarely,Sales,0,Undergraduate,Female,2,1,Married,3586.9550562981067,1,23,3,7,8,12,13,1
20,Travel_Rarely,Sales,0,Undergraduate,Female,2,4,Single,288.40122760271424,0,32,2,13,1,4,0,0
36,Travel_Rarely,Sales,0,Undergraduate,Female,2,3,Single,3891.826177507082,0,6,1,10,0,4,9,0
25,Travel_Rarely,Human Resources,0,High School,Female,2,2,Married,3699.478958628759,0,2,5,7,0,14,5,0
36,Travel_Rarely,Sales,0,Masters,Male,2,3,Single,1887.6589444915876,1,30,2,17,12,12,4,1
26,Travel_Rarely,Sales,0,Undergraduate,Male,2,3,Married,3901.183172981061,1,13,2,17,7,2,7,0
44,Non-Travel,Human Resources,0,Masters,Male,0,4,Married,2822.026837530909,1,10,2,17,13,11,1,0
29,Travel_Rarely,Research & Development,0,Phd,Male,0,1,Single,-1324.578419149554,0,25,3,11,9,7,10,0
27,Travel_Rarely,Research & Development,1,Undergraduate,Male,3,2,Married,5734.24380603421,0,31,5,15,3,7,7,0
25,Travel_Frequently,Research & Development,0,High School,Male,1,1,Married,5626.700270134939,0,2,1,2,3,0,7,0
21,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Divorced,1198.994830805535,0,37,6,17,14,2,10,0
21,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,4,Single,3455.115838106501,0,34,3,3,7,0,2,0
24,Travel_Rarely,Research & Development,0,Masters,Male,3,1,Single,-1796.3117259062337,1,10,4,16,8,9,12,0
33,Travel_Rarely,Research & Development,1,Phd,Female,0,3,Married,7211.344493107068,0,26,1,8,1,2,10,0
22,Travel_Rarely,Research & Development,0,High School,Male,3,1,Married,2780.634809346545,1,29,3,5,0,10,5,1
27,Travel_Rarely,Sales,0,Undergraduate,Male,1,5,Married,2814.722364452418,1,10,2,1,7,4,13,1
45,Travel_Rarely,Research & Development,0,Masters,Male,4,2,Single,2376.483163668928,1,31,7,3,7,3,1,1
47,Non-Travel,Sales,0,High School,Male,2,3,Single,2013.1341228696451,0,32,4,13,6,11,14,1
20,Travel_Frequently,Research & Development,0,Phd,Male,2,3,Married,9337.311868597626,0,29,4,9,9,12,7,0
49,Travel_Rarely,Sales,0,Phd,Female,2,1,Single,-625.0705332934499,1,35,3,1,5,11,6,1
37,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,3,Married,352.2671914080247,0,25,1,1,13,2,9,0
41,Travel_Frequently,Research & Development,0,Undergraduate,Female,1,6,Divorced,2113.446532015928,1,32,2,7,1,14,13,0
54,Travel_Rarely,Sales,0,Undergraduate,Female,0,6,Married,803.4442969260181,0,39,2,18,8,7,7,0
39,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,0,Single,489.52619984463126,0,9,0,12,3,5,6,0
10,Travel_Rarely,Sales,0,Phd,Female,0,3,Single,3911.8986576637344,0,14,2,17,12,9,5,1
33,Travel_Rarely,Human Resources,0,Masters,Male,1,4,Single,1866.8847507696373,0,33,6,15,0,3,12,0
40,Travel_Rarely,Research & Development,0,Masters,Female,0,2,Married,2988.6581015656557,0,24,2,9,7,6,3,0
37,Travel_Rarely,Research & Development,0,High School,Female,3,4,Single,4066.568278340861,0,16,2,8,3,7,13,0
34,Travel_Rarely,Sales,0,Phd,Male,2,5,Married,4097.58376915148,1,4,1,7,2,14,5,0
19,Travel_Rarely,Research & Development,0,High School,Male,1,2,Married,4082.2066937066356,1,39,0,5,6,10,11,0
50,Travel_Rarely,Sales,0,Phd,Female,2,3,Divorced,3777.6211743618815,0,32,4,11,10,4,11,0
26,Travel_Frequently,Sales,0,Phd,Male,4,2,Single,4042.97626801187,0,24,0,1,7,8,4,1
29,Travel_Rarely,Research & Development,0,High School,Male,1,4,Divorced,-1668.7563585281687,0,3,4,11,13,8,5,0
33,Travel_Rarely,Sales,1,High School,Male,0,1,Married,3099.864667800013,0,13,2,9,2,0,10,0
33,Travel_Rarely,Sales,0,Masters,Female,1,4,Divorced,3136.5687684189134,0,17,5,15,4,6,10,0
35,Travel_Rarely,Research & Development,0,Phd,Male,3,0,Single,227.75205480332988,0,23,3,1,9,11,7,1
21,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,5,Married,4770.217348437031,0,18,3,4,3,1,9,0
29,Travel_Rarely,Human Resources,0,Masters,Male,3,3,Married,5636.201077701304,1,21,2,1,2,3,6,1
30,Travel_Rarely,Research & Development,3,Phd,Female,1,3,Married,3161.271788407742,1,31,1,7,2,6,13,0
30,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,3,Married,2815.9830517298283,0,9,3,19,9,4,5,0
38,Travel_Frequently,Research & Development,0,Undergraduate,Male,2,1,Divorced,4445.28491946088,0,31,2,3,11,9,6,0
35,Travel_Frequently,Research & Development,0,Phd,Male,1,2,Married,3906.0047058582304,1,14,2,5,8,4,14,0
43,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,2,Married,1444.3709186858428,1,39,3,13,3,8,3,0
43,Non-Travel,Research & Development,0,Phd,Female,2,2,Single,4719.001877844197,0,32,4,7,11,8,6,0
29,Travel_Rarely,Research & Development,1,High School,Male,1,3,Single,4973.34078118467,0,4,3,3,1,12,12,0
34,Travel_Rarely,Sales,0,Undergraduate,Male,3,5,Divorced,6063.273215997376,0,35,1,1,11,11,4,0
23,Travel_Frequently,Sales,2,High School,Male,0,4,Married,1598.5316795555302,1,29,5,14,10,11,13,1
37,Travel_Rarely,Sales,1,Undergraduate,Male,0,4,Married,743.6372411993025,0,14,5,9,0,12,3,0
27,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,3,Single,4587.9649343986475,1,12,2,18,0,2,6,0
41,Travel_Frequently,Research & Development,0,Undergraduate,Female,0,4,Divorced,4089.29402366904,1,9,6,10,1,13,10,0
18,Non-Travel,Research & Development,0,Phd,Male,3,5,Single,3878.3740383623453,1,37,2,4,8,6,0,0
19,Travel_Rarely,Research & Development,0,Masters,Male,4,1,Married,3082.382335558815,0,38,4,9,6,9,6,0
34,Travel_Rarely,Human Resources,0,High School,Male,0,2,Married,818.0351318366775,0,13,3,16,5,4,12,1
41,Travel_Rarely,Research & Development,1,Undergraduate,Male,5,2,Married,6826.926442523702,1,3,0,0,13,14,6,1
48,Non-Travel,Research & Development,0,High School,Male,2,2,Divorced,2419.1548785330847,0,11,2,14,0,7,11,0
31,Travel_Rarely,Research & Development,0,High School,Female,1,4,Divorced,5413.349628534943,0,5,1,2,6,5,14,0
26,Travel_Frequently,Research & Development,0,High School,Female,2,4,Single,2384.6545686147715,0,23,1,12,2,1,2,0
33,Travel_Rarely,Sales,0,Undergraduate,Female,3,4,Single,204.674219512563,0,30,5,2,5,14,5,0
31,Travel_Rarely,Sales,0,High School,Male,1,3,Divorced,4989.991032991816,0,36,5,16,13,14,10,1
25,Travel_Rarely,Sales,0,Phd,Female,4,1,Divorced,5040.117146232705,1,4,3,2,2,11,10,1
32,Non-Travel,Human Resources,0,Phd,Male,0,3,Married,4413.746477943682,1,37,2,19,14,7,8,0
35,Travel_Rarely,Sales,0,Undergraduate,Male,3,0,Divorced,4934.560293530874,0,28,2,12,12,0,2,0
18,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,3,Married,1889.918475986839,1,8,1,0,3,11,4,1
50,Travel_Frequently,Sales,0,Phd,Female,1,4,Married,1955.4271368952116,1,21,5,0,5,8,12,1
34,Non-Travel,Sales,0,High School,Female,2,5,Single,3403.0629641763035,1,6,1,7,2,3,7,1
35,Travel_Frequently,Sales,1,High School,Female,1,2,Married,931.2480640691965,1,12,5,8,9,3,5,0
29,Travel_Rarely,Human Resources,0,Masters,Female,3,3,Divorced,3398.2701674717605,0,36,3,7,6,5,11,0
33,Travel_Rarely,Research & Development,1,High School,Female,0,0,Married,3116.456204223139,0,20,0,16,7,3,0,0
23,Travel_Rarely,Research & Development,0,Phd,Female,5,4,Married,5279.688846284071,0,30,2,12,2,7,3,0
34,Travel_Frequently,Human Resources,0,Undergraduate,Male,0,4,Married,6018.428470754048,1,23,3,3,6,3,5,1
40,Travel_Rarely,Sales,0,High School,Female,4,2,Single,5918.2628985225465,0,27,4,7,3,3,4,0
29,Travel_Rarely,Human Resources,0,Masters,Male,2,1,Single,1079.479528434346,1,14,3,12,3,6,13,0
35,Travel_Rarely,Research & Development,1,Phd,Female,0,2,Divorced,2114.6668526490785,0,0,1,3,8,13,8,1
30,Travel_Frequently,Research & Development,0,High School,Male,2,3,Single,3373.5083779276165,1,12,2,19,6,4,14,0
22,Non-Travel,Sales,0,Undergraduate,Male,3,2,Single,3040.9886970287857,0,18,1,11,0,13,6,1
38,Non-Travel,Sales,0,High School,Male,4,5,Divorced,5386.325534035403,1,9,5,6,6,5,4,1
51,Travel_Rarely,Sales,0,Undergraduate,Male,3,2,Married,1982.059454594944,1,15,0,8,4,1,3,0
31,Non-Travel,Sales,0,Phd,Male,1,3,Single,38.5027200423533,0,37,2,10,8,13,6,1
41,Travel_Rarely,Research & Development,0,Phd,Male,3,1,Single,3862.072156019649,0,11,5,5,12,3,3,0
32,Travel_Rarely,Sales,0,Masters,Male,3,5,Single,3362.2071884083925,0,10,4,1,1,13,2,1
43,Travel_Rarely,Sales,0,Undergraduate,Male,1,1,Married,5941.578477584779,1,0,4,11,6,1,9,0
29,Travel_Frequently,Research & Development,0,Masters,Female,3,2,Married,4268.5083677841085,1,2,0,1,12,3,14,1
37,Travel_Rarely,Research & Development,0,Masters,Male,3,2,Married,2530.066300565158,1,2,2,0,8,6,14,1
50,Travel_Rarely,Sales,0,Undergraduate,Female,5,2,Divorced,8171.157130446045,0,37,2,6,1,0,7,0
39,Travel_Rarely,Research & Development,0,Undergraduate,Female,4,2,Divorced,6435.334202633761,0,11,4,14,7,9,2,0
24,Travel_Frequently,Research & Development,0,Undergraduate,Male,2,2,Married,3207.041608060782,0,9,1,18,7,14,8,0
37,Travel_Rarely,Human Resources,1,High School,Male,2,2,Married,2591.5965498401574,0,7,2,19,8,13,6,0
